,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
13915042,2014-03-07 09:00:17,2,3,66,351,29872,6053.4199,744503,0,0,9,2014-04-17,2014-04-19,2,0,1,25660,1,0,1,3,1,142,63
4811544,2014-02-12 13:15:22,17,1,133,20,3392,,443365,0,0,1,2014-07-08,2014-07-09,2,1,1,20414,6,0,2,0,63,1258,95
28185114,2013-04-25 19:30:17,24,2,3,50,5703,,722866,0,0,2,2013-08-14,2013-08-15,2,0,1,21882,6,0,1,6,46,1089,46
613684,2014-09-16 16:33:55,10,0,182,403,36983,5376.1455,878665,0,0,5,2014-10-20,2014-10-25,2,0,1,12051,1,0,1,6,170,773,12
7824834,2014-07-28 18:27:11,2,3,66,174,18037,5499.6289,80209,0,1,9,2014-10-07,2014-10-22,2,0,1,14907,1,0,1,0,87,58,92
19689228,2014-09-20 15:59:06,11,3,205,155,22091,117.3056,523715,0,0,3,2014-10-10,2014-10-12,1,1,1,35982,1,0,2,2,198,1277,90
13738638,2014-04-13 17:21:00,37,1,69,551,27998,,190277,0,1,0,2014-05-27,2014-06-03,2,1,1,18644,1,0,6,6,208,1801,44
1175722,2014-12-30 20:56:24,23,1,1,219,54992,4852.7494,209453,0,0,5,2015-01-02,2015-01-05,2,0,1,11814,1,0,1,4,84,1937,75
21302488,2014-03-06 09:45:29,2,3,66,174,41209,392.2976,564466,0,1,9,2014-03-22,2014-03-25,2,0,1,8250,1,0,1,2,50,628,88
31013478,2013-06-20 08:54:24,2,3,66,174,43471,191.7654,830968,1,0,9,2013-06-21,2013-06-23,2,0,1,18790,1,0,2,2,50,361,92
21398532,2013-06-25 06:32:08,2,3,66,337,4757,,880152,0,0,9,2013-07-03,2013-07-06,2,2,1,14875,1,0,5,2,198,750,42
9421340,2014-11-10 14:00:01,2,3,66,174,9890,382.8362,398025,0,1,0,2014-12-02,2014-12-05,2,0,1,8279,1,0,1,2,50,1230,23
29560341,2014-04-22 08:42:31,2,3,66,220,22709,122.406,696888,0,0,9,2014-05-23,2014-05-24,2,0,1,12008,1,0,1,2,50,686,6
14631198,2014-12-12 00:08:29,2,3,66,153,23511,2121.0513,413672,0,0,2,2014-12-17,2014-12-21,2,0,1,8267,1,1,1,2,50,675,41
16364567,2014-02-11 07:10:43,2,3,66,318,878,110.0528,261224,0,0,9,2014-02-11,2014-02-12,2,0,1,8232,1,0,1,2,50,639,23
32859711,2013-02-07 21:10:53,2,3,66,174,25897,43.1297,1057579,0,0,2,2013-02-17,2013-02-18,2,0,1,51873,4,0,1,2,50,366,91
11627337,2013-08-04 12:34:10,11,3,205,155,23672,301.1131,307431,1,0,9,2013-08-08,2013-08-09,2,0,1,23401,6,1,1,2,50,1179,10
7517200,2014-04-05 06:10:49,2,3,66,220,26044,,406793,0,1,0,2014-09-06,2014-09-11,2,0,1,19008,3,0,1,6,105,1864,67
997199,2013-01-09 11:36:21,2,3,154,196,38140,,886729,0,0,9,2013-03-08,2013-03-11,2,0,1,8666,6,0,2,6,77,20,36
8982314,2013-07-23 19:01:35,2,3,66,174,30573,354.7915,90501,0,0,1,2013-07-26,2013-07-29,1,0,1,5682,3,0,2,2,50,365,47
9276713,2013-09-24 08:54:08,2,3,215,646,51733,782.8111,1136823,1,0,9,2013-12-29,2014-01-02,2,2,1,26881,6,0,1,2,50,409,94
11907074,2013-05-05 06:33:14,2,3,66,220,1437,992.2394,120286,0,0,0,2013-10-16,2013-10-22,2,0,1,8230,1,0,4,2,50,637,72
18624996,2014-09-02 18:03:53,34,3,205,155,5748,171.924,45611,1,0,9,2014-09-30,2014-10-01,2,0,1,25944,6,0,1,2,198,370,84
6627419,2013-07-16 15:27:08,2,3,66,471,32122,1571.7656,342058,0,0,9,2013-07-16,2013-07-17,1,0,1,619,3,0,1,2,50,859,32
37617765,2014-10-25 21:05:07,8,4,77,871,22772,3797.9731,1025252,0,0,1,2015-06-02,2015-06-05,2,0,1,8819,1,0,1,3,168,1242,85
7394140,2014-11-03 16:08:24,2,3,66,337,3622,,51691,0,0,9,2015-04-03,2015-04-04,2,2,1,8260,1,0,3,2,50,701,98
32068064,2014-01-15 12:20:02,37,1,69,772,2058,,19479,0,1,0,2014-03-16,2014-03-20,2,0,1,8267,1,0,3,2,50,675,3
34399773,2014-04-09 17:34:34,24,2,3,51,41641,,1159410,0,0,9,2014-04-19,2014-04-22,1,0,1,8788,1,0,2,6,77,2,58
22047799,2013-04-16 07:30:01,2,3,66,363,34849,796.5563,735729,0,0,9,2013-07-17,2013-07-19,2,0,1,19522,1,0,1,2,50,485,83
33796336,2013-10-23 14:41:01,11,3,205,354,43201,1913.0268,339005,0,0,0,2014-07-12,2014-07-19,2,0,1,1442,3,0,1,4,125,177,63
20633358,2013-05-09 13:12:22,2,3,66,174,16889,910.5572,868112,0,0,9,2013-06-05,2013-06-06,2,1,1,11629,1,0,1,2,198,370,10
31365699,2014-05-12 21:55:27,2,3,66,447,902,590.8727,554576,0,1,4,2014-05-23,2014-05-26,2,0,1,8254,1,1,1,2,50,365,4
14620466,2014-09-03 06:32:59,2,3,93,71,15362,,383191,0,0,9,2014-09-15,2014-09-18,2,0,1,19994,6,0,1,6,77,1422,64
18422384,2014-01-13 15:21:52,24,2,66,174,17011,1365.2832,731246,0,0,1,2014-01-13,2014-01-14,1,0,1,8243,1,0,2,2,50,409,39
33441180,2014-11-03 23:24:57,2,3,66,174,26232,2137.4719,397342,0,0,9,2014-11-09,2014-11-10,1,0,1,12181,6,0,1,2,50,350,19
31965036,2014-09-15 05:27:24,2,3,189,40,5687,,948323,1,1,9,2014-10-13,2014-10-16,1,0,1,8267,1,0,4,2,50,675,98
10857792,2014-08-12 21:18:39,30,4,195,548,56440,,970983,0,0,5,2014-09-10,2014-09-13,3,0,1,18810,1,0,1,0,63,1487,80
34833903,2014-07-08 18:05:01,37,1,69,923,54703,,294263,0,0,4,2014-07-14,2014-07-15,3,0,3,21918,6,0,1,6,135,278,16
29096046,2014-07-03 18:48:46,34,3,205,354,48951,7.5594,718621,0,0,9,2014-07-05,2014-07-06,2,0,1,4474,3,1,1,2,198,960,50
27935065,2013-10-17 10:06:52,25,2,23,48,4924,,48124,0,0,9,2013-11-02,2013-11-09,1,0,1,49923,4,0,1,6,107,36,30
22734036,2014-06-28 18:28:25,29,1,52,44,17353,,840043,1,1,9,2014-10-31,2014-11-08,2,0,1,468,1,0,1,3,48,153,20
4736363,2014-05-03 12:38:20,24,2,3,38,9386,,233917,0,0,1,2014-07-01,2014-07-03,2,0,1,8808,1,0,1,6,169,28,90
22493829,2014-10-17 09:47:14,2,3,66,311,38154,,1127138,0,0,9,2014-10-24,2014-10-25,2,0,1,8273,1,0,1,2,50,660,13
15810834,2014-09-20 12:41:13,2,3,66,174,25897,352.1765,19162,0,0,0,2014-09-21,2014-09-22,2,0,1,5465,3,0,3,2,50,1230,47
15266995,2014-07-28 17:52:02,8,4,77,824,478,7515.5998,977951,0,0,0,2014-08-03,2014-08-04,2,0,1,25471,6,0,1,2,50,365,10
7646050,2014-08-31 18:33:42,2,3,66,442,35390,944.4495,780431,0,0,2,2014-10-17,2014-10-21,2,0,1,8230,1,0,1,2,50,637,18
6738496,2014-10-29 11:53:16,26,0,215,646,51733,2096.3617,651732,0,1,1,2014-12-04,2014-12-07,2,0,2,8267,1,0,2,2,50,675,70
31497965,2014-11-23 20:38:32,2,3,66,311,48147,2156.9569,937067,0,0,0,2014-12-27,2014-12-29,1,0,1,11629,1,0,1,2,198,370,15
1822024,2013-11-12 15:04:47,37,1,69,809,28569,,926711,0,1,1,2014-03-21,2014-03-23,2,0,1,8785,1,0,1,6,105,35,8
18269769,2014-10-28 14:10:39,2,3,66,363,25671,4869.5841,309093,0,0,1,2014-12-21,2014-12-24,3,0,1,19776,6,0,1,2,50,212,41
32285860,2013-01-20 14:18:16,2,3,66,293,1057,194.0646,606049,1,0,1,2013-02-02,2013-02-03,2,3,1,12448,5,0,4,2,50,463,42
18615124,2013-04-22 08:16:37,2,3,66,321,3263,1422.8551,23894,0,1,1,2013-07-23,2013-07-28,2,0,1,11922,1,0,1,2,198,376,37
37359022,2014-11-17 08:25:05,2,3,66,356,41112,2647.8547,124825,0,0,9,2015-03-06,2015-03-10,2,0,1,13925,6,0,1,4,8,126,58
16641447,2014-07-30 04:50:54,11,3,205,354,21728,2142.1221,964002,0,0,0,2014-08-14,2014-08-18,2,0,1,8250,1,0,1,2,50,628,45
30536703,2014-11-14 13:18:21,13,1,46,172,25774,531.8322,786400,0,0,5,2015-08-19,2015-08-26,1,1,1,20034,6,0,1,6,105,1868,30
1096613,2014-01-04 20:41:54,2,3,66,254,32646,1529.9088,1158059,0,1,1,2014-01-31,2014-02-06,2,0,1,8824,1,0,1,4,8,118,65
23614386,2014-09-18 20:23:03,2,3,66,258,23208,1390.1203,541712,0,1,9,2014-10-09,2014-10-12,2,0,1,8250,1,0,1,2,50,628,54
15194463,2014-09-08 20:52:26,8,4,77,824,51888,,780741,0,0,9,2014-09-20,2014-09-22,2,0,1,21373,6,0,1,0,63,934,99
8660489,2014-12-02 02:16:45,24,2,3,60,5700,,234819,1,0,1,2014-12-05,2014-12-07,2,0,1,20408,1,0,3,3,82,228,12
36047712,2013-05-23 06:18:40,11,3,205,354,30031,2049.5402,75235,0,0,9,2013-05-29,2013-05-30,1,0,7,26412,6,0,1,2,198,399,18
2608452,2013-11-02 11:33:45,11,3,205,343,37594,2135.444,713034,0,1,9,2014-03-09,2014-03-15,3,0,2,5405,6,0,3,4,8,126,85
18291456,2014-08-22 07:50:59,2,3,66,189,36345,4980.6322,371709,0,0,2,2014-10-15,2014-10-21,2,0,1,8855,1,0,1,2,50,213,9
18264814,2013-08-09 14:53:16,11,3,205,385,46963,4916.6533,296578,0,0,5,2013-11-02,2013-11-05,2,1,1,13094,3,0,1,2,50,212,21
26857753,2014-07-24 16:59:16,11,3,205,354,54284,2400.2805,645180,0,1,5,2015-01-18,2015-01-31,4,0,2,12057,1,0,1,4,146,1517,61
7458131,2014-08-24 18:26:14,13,1,46,166,47896,,242364,0,0,9,2014-09-30,2014-10-07,2,0,1,23054,1,0,1,3,48,814,64
9292469,2014-07-20 01:57:50,13,1,195,548,56440,,1186586,0,0,9,2014-07-20,2014-07-22,2,0,1,41544,1,1,1,0,34,97,6
5009811,2013-05-12 23:46:38,33,2,194,38,42328,,950832,0,1,9,2013-05-16,2013-05-25,1,0,1,8220,1,1,1,3,182,46,32
2872017,2014-06-13 10:48:35,2,3,66,258,11857,4188.9668,221176,0,0,4,2014-07-03,2014-07-05,2,0,1,4842,3,0,3,2,50,213,71
4545549,2014-06-04 18:23:53,2,3,66,337,21484,1131.3052,950599,0,0,9,2014-10-15,2014-10-20,2,0,1,28514,6,0,1,2,50,1457,8
24958534,2013-12-26 22:07:25,24,2,231,68,42296,,686735,0,0,9,2014-01-05,2014-01-08,2,0,1,8267,1,0,1,2,50,675,70
8095077,2014-03-10 12:39:18,2,3,66,318,3263,3499.0845,876964,0,1,1,2015-01-18,2015-01-24,2,0,1,30337,1,0,2,6,70,10,68
8276006,2014-08-03 22:20:09,8,4,77,871,36643,11224.2078,207276,0,0,9,2014-12-26,2014-12-27,2,0,1,33655,6,0,1,5,194,1514,30
4711754,2013-01-16 06:51:46,2,3,66,348,48862,1096.8398,171606,0,1,9,2013-02-28,2013-03-04,2,1,1,8260,1,0,1,2,50,701,97
35562789,2014-11-25 07:51:53,2,3,66,220,2086,595.7871,591822,0,1,0,2015-05-07,2015-05-13,2,0,1,11938,1,0,1,4,8,126,66
10157571,2013-09-24 19:17:32,2,3,66,467,48578,,683374,0,1,9,2014-01-16,2014-01-23,2,0,1,1152,1,0,1,4,47,1502,57
9314084,2014-08-20 18:24:47,37,1,69,844,22970,,39939,0,0,2,2014-08-21,2014-08-22,1,0,1,18472,1,0,1,6,70,312,20
31382547,2013-10-23 15:08:38,2,3,198,153,17956,,601769,0,0,2,2013-10-24,2013-10-25,1,0,1,23048,1,0,1,3,48,152,42
16577044,2013-09-18 07:40:00,2,3,66,448,45508,7052.392,809494,0,0,9,2013-10-03,2013-10-06,3,0,2,12471,5,0,1,3,48,153,46
7130226,2013-04-18 11:07:59,2,3,66,226,42300,992.1717,522170,0,0,9,2013-04-21,2013-04-22,1,0,1,26227,6,0,1,2,198,384,28
20819990,2014-06-13 15:46:36,2,3,66,174,24103,1227.327,233598,0,0,9,2014-06-25,2014-06-28,2,0,1,21358,6,0,1,4,8,1532,58
18111619,2014-09-10 00:57:01,24,2,3,50,5703,,1153749,0,0,9,2014-09-20,2014-09-23,2,0,1,14908,1,0,2,3,88,1032,70
30497370,2013-12-20 15:32:06,24,2,3,50,5703,,695249,0,0,1,2014-01-02,2014-01-04,2,0,1,8282,1,0,1,3,126,232,36
20478527,2014-08-07 19:49:24,34,3,205,135,15542,455.7132,394633,0,0,9,2014-08-18,2014-08-21,2,0,1,26414,6,0,1,2,198,399,40
36762871,2014-08-13 00:58:30,24,2,3,51,41641,,368745,0,0,4,2014-09-14,2014-09-15,1,0,1,17884,4,0,3,6,204,1777,82
34045358,2014-01-04 13:56:48,24,2,3,49,4463,,1180950,0,0,4,2014-02-09,2014-02-11,1,1,1,8242,1,0,1,3,171,61,64
5045869,2014-05-02 08:15:39,2,3,66,294,1784,1583.5933,1047523,0,1,2,2014-07-13,2014-07-13,1,1,1,12132,1,0,1,2,50,366,91
15091530,2014-03-08 08:07:56,2,3,66,220,2086,6.7895,502126,0,0,9,2014-03-09,2014-03-11,1,0,1,12227,6,0,2,2,50,701,31
32360851,2013-03-18 19:57:45,2,3,66,442,46296,1640.7373,826468,0,1,1,2013-10-06,2013-10-10,2,0,1,12057,1,0,1,4,146,1517,14
13203255,2014-12-10 21:40:22,2,3,66,220,3781,1029.833,928623,0,0,9,2014-12-30,2015-01-03,1,0,1,8267,1,0,1,2,50,676,72
19108907,2014-07-21 19:44:31,2,3,66,363,9713,985.2564,130662,0,0,2,2014-08-10,2014-08-11,2,1,1,11353,1,0,1,2,50,699,90
36548312,2014-02-15 18:46:16,2,3,66,348,18487,1051.6631,786965,0,1,9,2014-04-10,2014-04-14,2,3,1,49086,6,1,1,2,50,685,0
24833320,2014-11-17 23:58:58,18,2,119,0,27731,,264906,0,0,0,2014-12-09,2014-12-10,2,0,1,8856,1,0,2,2,50,636,90
18654684,2014-04-10 06:51:05,2,3,66,348,48862,1094.3107,122953,0,1,2,2014-10-08,2014-10-15,1,0,1,44045,3,0,1,2,50,701,37
32065027,2013-04-15 23:09:27,13,1,46,347,30537,3845.0705,12273,0,0,9,2013-08-10,2013-08-13,4,0,2,26022,6,0,1,2,198,397,9
18706658,2014-11-24 08:28:57,2,3,66,196,2428,153.1474,257147,1,0,9,2014-12-31,2015-01-03,2,0,1,49925,3,0,1,2,50,694,16
23948801,2014-09-03 09:43:34,2,3,66,174,13382,113.5956,649580,0,0,9,2014-10-10,2014-10-11,4,0,1,8278,1,0,2,2,50,368,50
9310705,2014-08-22 12:29:33,24,2,3,59,26212,,26623,0,0,9,2014-09-17,2014-09-18,1,0,1,21403,6,0,1,4,8,121,21
8890876,2014-09-29 18:47:27,26,0,215,621,41162,,1001736,0,0,2,2014-10-18,2014-10-20,8,0,2,8277,1,0,1,2,50,412,91
34407978,2014-08-24 05:21:22,24,2,3,71,36693,,1182166,0,0,2,2014-08-26,2014-08-29,1,0,1,4992,1,0,2,3,110,72,17
8798587,2014-04-16 10:46:54,2,3,66,174,24103,227.9946,697501,0,0,2,2014-04-16,2014-04-17,1,0,1,8250,1,0,1,2,50,628,54
8426339,2014-07-30 09:32:39,2,3,66,462,50870,132.2898,676281,0,0,2,2014-08-25,2014-08-28,2,0,1,26414,6,0,1,2,198,399,2
24823901,2013-06-07 19:59:56,2,3,66,149,47654,257.735,209937,0,0,9,2013-06-08,2013-06-09,3,1,1,12453,5,0,1,2,50,406,47
22544251,2014-03-04 11:38:35,34,3,205,354,47641,,106024,0,1,9,2014-08-09,2014-08-16,2,2,1,11439,1,0,1,4,163,1503,87
25371336,2013-05-10 13:38:47,2,3,215,869,34618,68.7439,910325,0,0,9,2013-06-03,2013-06-04,1,0,1,8259,1,0,1,4,8,121,58
32675126,2014-10-01 05:37:27,34,3,205,354,49492,436.5571,500343,0,1,9,2015-07-10,2015-07-15,5,0,3,8230,1,0,1,2,50,637,98
14446475,2014-02-19 13:39:59,2,3,66,258,4687,242.4865,1070051,0,0,0,2014-02-19,2014-02-20,1,0,1,27381,6,1,1,2,50,463,7
13899157,2014-10-21 14:18:03,2,3,66,462,49272,2692.4409,682553,0,1,9,2015-06-22,2015-06-28,2,4,1,8791,1,0,1,4,8,110,96
30928829,2014-01-06 09:15:15,2,3,66,226,42300,1745.1176,586709,0,0,9,2014-01-18,2014-01-25,2,2,1,8250,1,0,1,2,50,628,88
27576056,2014-03-26 18:08:07,2,3,66,149,20498,149.1485,265387,0,0,2,2014-03-28,2014-03-29,2,2,1,27216,6,0,1,2,50,645,48
7703762,2014-08-03 19:55:55,34,3,205,354,49492,4723.402,958643,0,0,9,2014-09-11,2014-09-13,3,0,1,22438,1,1,1,6,105,1243,58
3508083,2014-08-23 16:00:45,2,3,66,321,46490,2414.9658,697892,0,1,9,2014-12-19,2014-12-27,2,0,1,12257,6,0,1,4,51,1509,51
21237382,2014-05-10 04:33:11,2,3,66,246,50661,5054.389,349080,0,0,0,2014-05-28,2014-05-29,2,0,1,8822,1,0,1,3,130,91,41
17024306,2014-04-29 11:27:43,24,2,3,77,55529,,722791,0,0,9,2014-07-20,2014-07-22,2,2,1,1072,3,0,1,3,106,136,57
21688755,2014-10-01 12:01:36,46,2,202,265,14524,,660076,0,0,2,2014-11-14,2014-11-15,2,0,1,43150,1,0,1,3,151,75,77
22495076,2014-11-15 07:08:59,2,3,66,467,4372,1.6049,1129774,0,0,9,2014-11-30,2014-12-02,1,0,1,14811,1,0,3,2,50,512,33
3142245,2013-07-20 14:47:32,2,3,66,174,23034,164.2705,953847,1,0,9,2013-08-10,2013-08-13,2,0,1,9147,1,0,2,2,50,367,26
29837851,2014-11-20 20:30:53,37,1,69,834,4908,,208463,1,0,0,2014-12-13,2014-12-14,2,0,1,20780,6,0,1,6,70,1930,20
15822933,2014-10-06 15:17:57,10,0,182,316,43264,3988.4173,48492,0,0,5,2015-03-22,2015-03-23,2,0,1,8260,1,0,1,2,50,701,41
5178351,2014-11-04 16:41:51,13,1,46,347,51788,251.217,184201,0,1,9,2014-12-07,2014-12-10,2,0,1,8739,1,0,1,6,144,4,59
36239382,2013-08-09 22:08:20,34,3,205,155,14703,2712.4914,811934,0,0,9,2013-10-09,2013-10-14,2,0,1,13094,3,0,2,2,50,212,21
12106343,2013-02-02 21:36:23,2,3,66,174,26232,2568.4107,851594,0,0,9,2013-07-24,2013-07-28,1,0,1,24897,6,0,1,2,50,675,50
25730510,2014-08-30 10:45:38,2,3,66,184,11740,3295.1436,870280,1,1,9,2015-03-21,2015-03-27,2,2,1,8858,1,0,1,2,50,215,43
11184463,2014-09-08 16:16:27,2,3,93,71,15362,,1016236,0,0,9,2015-01-23,2015-01-26,2,1,1,8279,1,0,1,2,50,1230,9
28160170,2013-02-11 09:31:45,2,3,66,435,40631,1773.3899,655039,0,0,9,2013-06-02,2013-06-08,2,0,1,8814,1,0,2,4,51,197,0
20605041,2014-04-23 06:22:17,2,3,66,442,25538,8106.5659,780112,0,0,9,2014-04-24,2014-04-25,4,0,2,18774,1,0,2,3,99,1239,46
15517523,2013-04-02 11:54:31,23,1,1,216,55332,5713.7044,447643,0,1,9,2013-06-15,2013-06-22,2,0,2,30229,3,0,2,3,99,1239,81
21696849,2014-04-08 01:10:23,2,3,12,864,35796,,708566,0,0,5,2014-04-14,2014-04-23,2,1,1,18569,1,0,2,3,182,83,62
6592231,2013-08-27 11:58:28,23,1,1,174,48340,931.0310000000001,259132,0,0,9,2013-09-04,2013-09-11,1,0,1,8213,1,1,1,6,68,275,77
22847495,2014-06-09 12:40:04,2,3,66,348,48862,3748.4442,60621,1,0,9,2014-11-28,2014-12-03,4,2,2,8797,1,0,1,6,144,1450,82
11879042,2013-04-18 23:32:08,28,1,68,335,35892,,1192665,0,1,1,2013-05-14,2013-05-23,2,0,1,19993,6,0,2,6,77,21,10
27868910,2013-09-04 14:53:08,8,4,77,462,3492,1607.7462,1069630,0,0,9,2014-01-02,2014-01-07,1,0,1,20113,6,0,1,3,5,1701,36
24697047,2014-08-26 00:36:44,2,3,66,174,39877,345.6913,999729,0,0,1,2014-10-14,2014-10-15,2,0,1,4791,3,0,1,2,50,659,96
10201229,2013-01-11 20:47:56,2,3,66,174,23034,1342.162,853292,0,0,9,2013-02-15,2013-02-17,2,0,1,565,1,0,1,4,8,113,46
32900800,2013-06-01 13:04:16,24,2,3,50,48984,,1175523,1,0,2,2013-08-11,2013-08-14,2,0,1,5401,6,0,3,3,182,83,81
28724002,2014-10-02 21:23:17,2,3,66,462,27117,873.4104,951501,0,0,9,2014-11-02,2014-11-03,2,0,1,8250,1,0,2,2,50,628,38
34228347,2013-06-13 15:39:18,2,3,66,471,40887,3886.8902,579761,1,0,9,2013-08-27,2013-08-28,4,0,2,24208,1,0,1,6,170,1875,43
31115285,2013-09-11 22:19:26,2,3,66,174,1271,3592.1043,1132404,0,0,1,2013-10-05,2013-10-06,2,0,1,8814,1,0,1,4,51,1509,73
16895320,2014-06-19 18:48:56,2,3,66,442,32351,799.4167,396335,0,1,9,2014-12-04,2014-12-08,2,0,1,8791,1,0,3,4,8,110,41
22212788,2013-07-23 10:01:57,2,3,66,174,45689,2322.8253,107939,0,0,9,2013-08-19,2013-08-22,1,1,1,11319,1,0,1,2,50,681,48
27991105,2014-08-06 13:10:32,2,3,66,348,43283,,198806,1,0,9,2014-08-14,2014-08-15,2,0,1,7635,3,0,1,2,50,675,97
11767889,2013-10-14 21:54:31,2,3,231,68,42296,,833347,0,0,9,2013-11-16,2013-11-17,2,0,1,12227,6,0,1,2,50,701,5
23061298,2014-09-23 07:40:42,11,3,205,354,40193,347.0724,860541,0,0,5,2014-11-06,2014-11-08,2,0,1,8267,1,0,2,2,50,675,56
31371376,2014-04-29 10:16:25,2,3,46,398,42231,,569510,0,1,2,2014-06-02,2014-06-06,2,0,1,1107,3,0,1,2,50,411,90
34145010,2014-09-09 08:23:26,2,3,66,311,24240,,294379,0,0,0,2014-09-17,2014-09-18,2,0,1,8223,1,0,1,2,50,1538,51
31994984,2013-11-21 17:15:31,2,3,66,471,4633,190.3362,1033305,1,0,0,2013-11-29,2013-12-01,2,0,1,8219,1,0,1,2,50,688,99
3029758,2014-08-25 15:10:14,2,3,66,174,24103,227.2723,649438,0,0,9,2014-08-29,2014-09-01,2,0,1,12206,6,0,2,2,50,628,45
3175575,2014-04-28 19:21:05,15,1,55,13,3025,,1040338,0,0,5,2014-06-26,2014-07-03,2,2,1,10010,3,0,1,6,77,222,82
10888070,2013-10-05 18:04:32,34,3,205,155,26065,2496.0613,1074705,0,0,9,2013-11-02,2013-11-03,2,0,1,12372,5,0,1,2,50,690,91
8551528,2014-12-08 12:25:28,2,3,66,311,24435,7947.2811,1105979,0,0,0,2015-01-23,2015-01-25,2,0,1,8242,1,0,1,3,171,61,37
13265253,2013-12-03 17:17:18,2,3,66,331,36172,285.3997,1107880,0,0,1,2013-12-13,2013-12-15,2,0,1,25244,6,0,1,2,50,933,7
19738832,2014-11-13 15:27:58,18,2,119,0,27731,,664267,0,0,3,2014-12-07,2014-12-09,2,0,1,6305,1,0,2,3,106,136,58
36281026,2014-01-09 10:12:55,23,1,1,318,2096,414.2942,968884,0,1,9,2014-01-17,2014-01-20,2,0,1,8797,1,0,1,6,144,1450,29
22264231,2014-09-04 06:38:00,2,3,66,351,39058,305.1262,317209,0,1,9,2014-10-05,2014-10-06,1,0,1,8291,1,0,5,2,50,191,72
18511117,2014-05-25 18:33:26,2,3,66,220,19416,166.7682,972058,1,0,9,2014-07-04,2014-07-06,2,0,1,8268,1,0,1,2,50,682,23
32516403,2014-07-24 12:51:54,37,1,69,675,48943,,47517,0,1,1,2015-02-13,2015-02-19,2,0,1,11353,1,0,2,2,50,699,96
10211378,2014-09-19 13:27:42,2,3,66,442,36886,120.9415,889126,0,0,1,2014-10-08,2014-10-09,2,0,1,26900,6,0,5,2,50,1107,48
27515630,2013-05-31 18:07:41,37,1,69,756,47890,,93653,1,1,0,2014-04-08,2014-04-15,2,0,1,8267,1,0,4,2,50,675,37
6217123,2013-12-08 00:50:34,23,1,1,318,2096,2901.9098,492026,1,1,0,2014-02-18,2014-02-25,2,0,1,468,1,0,1,3,48,153,69
33413581,2014-03-30 13:37:08,2,3,66,311,1758,949.0609,310132,1,0,0,2014-07-17,2014-07-21,2,0,1,26048,6,0,1,2,50,588,2
16928715,2013-11-14 11:10:00,2,3,66,348,47997,2553.4805,489101,0,0,9,2013-11-15,2013-11-19,1,0,1,24690,6,0,1,2,50,1241,28
7221892,2013-11-15 08:22:05,8,4,77,824,15015,443.3676,779744,0,0,1,2014-01-04,2014-01-06,2,0,1,21816,6,0,1,0,63,1108,64
31102459,2014-07-15 06:52:57,2,3,66,184,2037,611.8168,1078552,0,0,0,2014-08-30,2014-09-01,2,0,1,8250,1,0,1,2,50,628,79
4475899,2014-08-06 23:39:21,26,0,66,220,23801,1084.7749,763430,1,0,5,2014-09-13,2014-09-20,2,0,1,8267,1,1,1,2,50,675,97
9945240,2014-08-22 20:39:36,24,2,3,80,44012,,1075703,0,1,4,2014-12-24,2014-12-29,1,0,1,8267,1,0,1,2,50,675,70
11287341,2013-09-25 22:01:09,37,1,69,650,19211,,178586,0,1,0,2013-09-30,2013-10-02,1,0,1,8289,1,0,1,6,107,36,47
2361426,2014-10-30 11:21:14,33,2,194,38,42328,,27619,0,0,9,2014-11-09,2014-11-12,2,0,1,21367,1,0,1,0,63,934,2
10938800,2014-07-13 15:30:51,13,1,46,347,30537,815.4023,71455,0,1,1,2014-07-17,2014-07-21,2,0,1,11643,1,0,1,6,77,222,62
28158179,2014-07-28 19:58:49,37,1,69,674,24894,,649327,0,0,9,2014-08-29,2014-08-31,2,0,1,53949,3,0,1,6,105,29,78
1973317,2014-06-24 20:02:43,2,3,66,348,55664,1968.4815,154819,0,1,9,2014-07-03,2014-07-04,2,0,1,20043,6,0,2,4,96,201,34
18943295,2014-06-15 18:16:51,2,3,66,462,49272,2549.0901,913460,0,0,9,2014-08-05,2014-08-06,1,0,1,8268,1,0,1,2,50,682,77
1946806,2014-07-07 17:57:17,2,3,66,184,18716,821.3808,85665,0,0,9,2014-07-25,2014-07-29,2,0,1,12175,6,0,1,2,50,366,28
36753513,2014-05-12 08:46:44,11,3,205,354,48951,7806.5714,341372,0,0,2,2014-05-22,2014-05-24,1,0,1,8242,1,0,1,3,171,61,25
3755583,2013-07-09 07:32:23,2,3,215,646,51733,1513.4628,127062,1,1,2,2013-08-28,2013-09-02,4,0,2,8250,1,0,1,2,50,628,45
17753700,2014-09-08 16:37:00,24,2,3,51,9527,,208047,0,0,4,2014-10-04,2014-10-07,1,0,1,8745,1,0,4,6,204,27,23
18736611,2013-12-20 17:05:26,34,3,205,354,43201,45.7573,325321,0,0,9,2013-12-24,2013-12-25,2,0,1,12951,5,0,1,2,198,397,6
4512354,2014-07-15 04:06:41,2,3,66,363,12346,2038.7542,865997,0,1,9,2014-10-11,2014-10-13,2,0,1,44976,1,0,1,2,50,1633,93
